id,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,收益,总股本,ROE,净利率(%),负债率(%),同比(%),每股净资产,毛利率,PE(动),净利润,总营收,总值,流值
601007,金陵饭店,8.75,0.344036697,56.08358359,81.9850102,2.16151618,1.284306214,2.25011912,49.2219432,旅游酒店,0.02548478,390000000,0.63,4.995728889,39.71429576,207.0540466,4.0480844,20.52698567,8584,9939064.28,481210388.2,3412500000,3412500000
601008,连云港,4.82,-0.41322314,36.62120744,37.61822597,1.41733859,0.818390972,2.69801602,78.29249209,航运港口,0.02698283,1240638006,0.8,10.12557204,39.1280644,14.84750036,3.35074,21.70228951,4466,33475924.79,531490199.9,5979875189,5979875189
601009,南京银行,9.23,-0.323974082,5.07286565,5.18646475,0.73308964,0.316591521,2.10835159,0.54427515,银行,0.524647299,10343731893,4.2,42.21576651,92.33057815,8.220411196,12.5905475,0,440,5426811000,12953215000,95472645372,85032516114
601010,文峰股份,2.62,0.383141762,-93.54102725,-29.8952461,1.08698491,0.581461482,2.08163967,7.64306474,商业百货,0.04663417,1848000000,1.95,13.53184132,33.93360651,458.832549,2.410337,48.77608888,1405,86179947.06,632130431.9,4841760000,4841760000
601011,宝泰隆,3.73,1.08401084,51.33288935,47.08910488,0.92172124,144.558698,1.87480316,33.78428567,煤炭行业,0.015820446,1915664539,0.39,3.591287085,39.45842562,-29.27515846,4.0467767,15.78451474,5894,30306668.21,830189816.9,7145428730,7145428730
601012,隆基绿能,33.75,1.017659383,16.20995349,17.2754055,3.91986466,0.217187155,1.84442393,11.98274921,光伏设备,0.479775419,7581510971,5.69,12.8051882,54.18046101,36.54586119,8.6099911,17.91042016,1759,3637422601,28318772670,2.55876E+11,2.55759E+11
601015,陕西黑猫,4.55,0.220264317,95.95692146,33.43770211,1.05378999,-1.811873157,0.41185342,16.31426007,煤炭行业,0.027410865,2042497639,0.64,0.656990851,48.30244135,-76.38372648,4.3177483,2.624699888,4150,55986627,5011470613,9293364257,9293364257
601016,节能风电,3.89,0.777202073,15.64648825,15.45013248,1.58346118,0.092802714,4.73255484,5.3156036,电力行业,0.062012925,6474863857,2.5,33.46704912,61.19794103,-4.848183468,2.4566437,54.90820694,1568,401525247.8,1272055278,25187220404,23151575939
601018,宁波港,3.76,0.804289544,17.67772529,17.33324211,1.00249616,-7.161073474,2.89852185,10.8659614,航运港口,0.050946654,19454388399,1.37,19.28898324,28.75834864,-7.661549154,3.7506378,31.19065075,1845,991136000,5743859000,73148500380,49529907762
601019,山东出版,11.23,-3.022452504,13.9565797,13.9462372,1.72673853,1.348319809,2.06512693,8.47034891,文化传媒,0.101400199,2086900000,1.57,9.720189503,35.2149063,-0.585035794,6.5035903,37.49856754,2769,211612075.6,2172296483,23435887000,23435887000
601020,华钰矿业,13.11,-1.650412603,43.6127309,49.24959766,2.60146826,-63.6428678,11.72454036,38.22788283,有色金属,0.027508218,562330466,0.54,7.554011283,33.82415237,498.8424536,5.0394618,53.39243323,11915,15468709.31,153110515.3,7372152409,7372152409
601021,春秋航空,58.56,1.227312014,-25.54535994,-18.87587443,4.07076394,0.001987677,5.80509297,25.88461185,航空机场,0.363366198,978548805,2.56,9.205226564,67.09768512,181.3602709,14.3855062,12.61131192,4029,355571559,3862713824,57303818021,53668056473
601022,宁波远洋,11.1,0.180505415,20.91180428,21.68384952,2.7326242,0.766702187,2.96053351,12.490224,航运港口,0.119905968,1308633334,2.99,13.88916184,27.65502209,18.71053969,4.0620295,19.99012682,2314,156912947,1118214547,14525830007,1452583007
601028,玉龙股份,11.79,1.375752365,25.73046615,31.69148529,3.18164548,-0.851481864,0.84811138,-43.51513953,贸易行业,0.18281589,783025760,5.01,5.235340024,61.99533203,89.1947189,3.7056297,8.722973742,1612,143149551.4,2733943588,9231873710,9231873710
601038,一拖股份,12.01,-1.879084967,19.66779737,19.81493398,2.09396393,0.294344438,1.07877684,3.63647144,专用设备,0.432283775,1123645275,7.83,11.84418411,50.6361475,1.060049054,5.7355334,15.75170895,695,485733620.7,4194351167,13494979753,7132859100
601058,赛轮轮胎,9.76,-0.306435138,21.89777909,22.44395309,2.41749116,15.76727916,1.33381132,10.66721731,橡胶制品,0.115912225,3062584772,2.87,6.868456832,57.98909289,10.32332285,4.0372433,20.3245503,2105,354991015.7,5371042492,29890827375,29890827375
601059,信达证券,15.88,3.723056826,40.31531249,41.95964569,3.10256217,0,13.81408962,7.48974168,证券,0.066573253,3243000000,1.39,21.65740495,76.44304664,30.1857666,5.1183503,0,5963,215897059.1,1090236829,51498840000,5149884000
601061,中信金属,9.95,-9.954751131,21.77474664,22.00773698,2.78206995,0,0.40195436,25.8433068,贸易行业,0.110779109,4900000000,3.84,1.957268358,59.92628078,4.566321245,4.2283466,3.36482161,2245,542817634.3,27733429202,48755000000,4836850270
601065,江盐集团,11.51,-2.374893978,15.4664771,17.5607788,3.27470968,0,2.44961526,9.17335674,化学原料,0.217453027,642776079,6.4,19.13014479,43.47607431,68.96015639,5.9214059,37.4044095,1323,139773604.3,760206475,7398352669,1786315801
601066,中信建投,27.2,-0.657414171,25.12248169,28.10357906,2.97765332,-1.181322211,7.55310534,12.98822719,证券,0.313606455,7756694797,3.15,36.34937763,81.75664376,57.78216542,9.1347102,0,2168,2432549555,6700378176,2.10982E+11,1.03669E+11
601068,中铝国际,6.03,-2.26904376,347.3334196,158.5970852,3.51139017,-24.05990982,0.76961554,198.4802206,工程建设,0.001161304,2959066667,0.07,1.070666643,76.00567915,-94.6781262,1.7172686,10.24831619,129811,3436376.36,4306083351,17843172002,15434331722
601069,西部黄金,13.58,0.966542751,109.1535088,71.12856234,2.66765261,0.001201496,2.53331651,51.70885191,贵金属,-0.066736304,922853531,-1.3,-6.67935633,27.21996478,-29383.74328,5.0906179,4.331483102,-5087,-61587833.61,922062404.9,12532350951,9130698177
601077,渝农商行,4.15,0,4.44312287,4.58675593,0.42389301,0.580324163,1.6397413,0.85005871,银行,0.347921986,11357000000,3.67,54.68874332,91.69106239,9.178317355,9.7902063,0,298,3951350000,7339216000,47131550000,36662956395
601086,国芳集团,4.87,1.882845188,20.83727711,27.46598387,2.00106985,0.239581822,4.1411802,9.48890307,商业百货,0.109937879,666000000,4.63,25.39817744,41.80353061,105.3671653,2.4336982,49.24165529,1107,73218627.21,288282997.4,3243420000,3243420000
601088,中国神华,31.03,-1.052295918,8.9020471,8.85474067,1.48423173,0.227873931,1.77327596,5.5793176,煤炭行业,0.936758251,19868519955,4.6,24.42843685,24.90773848,-1.949215046,20.906439,36.56970198,828,18612000000,87042000000,6.1652E+11,5.11717E+11
601089,福元医药,17.4,-1.023890785,17.90059031,19.04834738,2.54051472,0.41960876,2.52202409,12.71560397,化学制药,0.236886498,480000000,3.52,14.06055139,24.96932061,32.84602552,6.8490058,67.95660613,1836,113705519,819176869,8352000000,2088000000
601098,中南传媒,13.7,-0.868306802,16.66274207,17.58479305,1.6414117,-2.447411998,1.93313003,20.61136069,文化传媒,0.193411651,1796000000,2.34,13.3194245,35.96687991,28.68348762,8.346474,41.86480571,1771,347367324.8,2663928480,24605200000,24605200000
601099,太平洋,2.74,-0.363636364,-58.44027316,-40.67023261,1.99138698,0.075214181,13.42096083,20.19807448,证券,0.021848334,6816316370,1.6,31.97650513,44.1706148,1503.349756,1.3759254,0,3135,148925156.8,466321999.9,18676706854,18676706854
601100,恒立液压,58,-0.769888794,31.87080893,33.19540722,5.85539781,-2.566026483,9.23239589,36.52639953,工程机械,0.466522616,1340820992,4.83,25.81452726,21.35402705,18.43526722,9.9053902,40.85624772,3108,625523317.2,2427015613,77767617536,75710880000
601101,昊华能源,6.5,0.619195046,6.41335299,6.96636261,0.84968531,-0.323262983,0.9564974,2.01173725,煤炭行业,0.298495777,1439997926,4,28.84531994,52.23834464,36.89926857,7.649891,55.01030464,544,429833299.7,2242618659,9359986519,9359986519
601106,中国一重,3.39,-0.877192982,228.2646698,225.1656855,1.97828434,-9.772955815,0.96220698,-18.70094735,专用设备,0.005436687,6857782927,0.32,0.888462425,73.13910233,-3.623392983,1.713606,11.94119619,15589,37283622.49,4496792675,23247884123,23247884123
601107,四川成渝,4.32,-0.689655172,13.94754093,17.33344573,0.72423892,-0.486939468,1.33683263,6.7395945,铁路公路,0.142730345,3058060000,2.31,23.49321028,54.66434567,73.57986015,5.9648824,35.39476995,757,436477960.3,1989710756,13210819200,9343036800
601108,财通证券,7.83,-0.25477707,19.60852769,23.96545839,1.10208974,-0.648570315,6.0994979,-8.13235485,证券,0.106433424,4643731975,1.49,27.66247635,73.51618072,214.5419566,7.1046846,0,1839,494248295.1,1785587642,36360421364,36360421364
601111,中国国航,9.67,0.41536864,-4.79880378,-4.05654322,4.43477507,0.032391271,2.40841142,-67.90503398,航空机场,-0.180633567,16200792838,-8.03,-13.05922188,91.49884358,67.11873799,2.1804939,-4.99367892,-1338,-2926407000,25067711000,1.56662E+11,96333814709
601113,华鼎股份,3.69,1.373626374,7.98536732,9.50629079,1.04135809,-0.051840896,0.62442899,12.24386059,化纤行业,0.00488882,1104152226,0.14,0.18945538,31.76482975,107.080898,3.5434497,20.52871014,18870,5398001.79,1545054045,4074321714,4074321714
601116,三江购物,11.87,2.063628547,40.90644009,42.32906741,2.03318203,0.463130032,1.62933965,21.05063382,商业百货,0.096207751,547678400,1.66,4.922040785,37.03692443,11.28027265,5.8381393,27.57097417,3084,52690906.94,1070509353,6500942608,6500942608
601117,中国化学,9.93,0.100806452,10.93301045,11.20307392,1.12253624,0.652739865,0.3659995,25.70391092,工程建设,0.181837612,6109470588,2.08,2.721199154,70.1146218,13.68904029,8.8460396,7.923472571,1365,1110931541,42799388211,60667042939,60071640139
601118,海南橡胶,4.87,1.247401247,493.3283421,305.1750721,2.18984912,-10.87868774,1.15866332,22.39641265,橡胶制品,-0.012701616,4279427797,-0.57,-1.194651516,62.87980596,-92.00407417,2.2238975,4.043181162,-9585,-54355650.45,5855813862,20840813371,20840813371
601121,宝地矿业,8.92,-2.085620198,36.84602798,35.66012199,2.39977284,0,10.13024852,26.17496139,钢铁行业,0.039103762,800000000,1.46,24.49405732,40.70955318,-17.07329962,3.7170185,33.49712406,5703,31283009.58,146716855.9,7136000000,1784000000
601126,四方股份,13.57,0.369822485,19.83684678,20.31379652,2.63320055,0.914039971,2.12756065,15.74083221,电网设备,0.174564346,813172000,3.45,12.09670196,50.4958911,10.13332395,4.5384244,37.15767817,1943,141950838,1177398698,11034744040,11034744040
601127,赛力斯,28.86,0.592540955,-11.9433874,-11.27690491,4.02421742,0.096693144,1.26852659,-13.57929941,汽车整车,-0.417467298,1497283184,-5.63,-17.4817779,79.92620214,25.48955844,7.1715807,8.879836487,-1728,-625066765.1,5090601214,43211592690,43211592690
601128,常熟银行,7.51,0.267022697,7.14835186,7.50216223,0.90711811,0.267466072,2.26411861,1.17191082,银行,0.290010368,2740867522,3.46,35.60488473,92.10875011,20.60484495,8.278966,0,647,794880000,2410203000,20583915090,19851608772
601133,柏诚股份,14.65,-2.398401066,30.82068773,30.51489198,5.73558012,0,2.82582533,32.80380468,工程建设,0.077337669,522500000,3.08,7.452216328,49.31316008,-5.801846349,5.1584238,14.95409706,4736,40408932.1,542240460.1,7654625000,1847294914
601136,首创证券,13.87,0.799418605,58.69219119,68.49284537,3.08361304,-2.092094676,22.11878034,37.91430642,证券,0.064353743,2733333800,1.44,40.49889174,70.84285514,110.7263737,4.4979703,0,5388,175900260.7,434312309.2,37911339806,3791139806
601137,博威合金,14.02,-0.918727915,18.74697158,20.62393118,1.79111459,0.224024893,0.82016166,7.84819888,有色金属,0.239959308,790044972,3.11,5.602740915,56.43454653,39.59401771,7.8275282,15.15419493,1461,189578644.4,3383676798,11076430507,10383901321
601138,工业富联,14.46,-0.95890411,14.40000068,14.3085944,2.17309925,47.15024101,0.56023227,8.33649959,消费电子,0.157498198,19862893882,2.4,2.950360684,48.55692381,-3.913554541,6.6559142,7.361440277,2295,3128370000,1.05889E+11,2.87217E+11,2.86291E+11
601139,深圳燃气,7.17,0.420168067,16.44800987,16.87477519,1.53846145,-1.400694622,0.66851488,7.7145774,燃气,0.089788824,2876730494,1.95,3.784533894,59.7984863,13.99674684,4.6605003,13.74393497,1996,258298246.8,7577665500,20626157642,20626157642
601155,新城控股,15.85,1.537475977,23.16879728,25.64985095,0.59102675,-1.880803374,0.31629917,2.44658247,房地产开发,0.291917191,2255622856,1.1,4.298393886,80.18244605,29.31294219,26.8177369,21.47772182,1357,658455089,16252116407,35751622268,35751622268
601156,东航物流,14.48,-0.275482094,7.60187511,6.32085598,1.60926369,31.73875594,1.07249201,5.67696191,物流行业,0.479473411,1587555556,5.47,19.47023267,40.79061534,-44.60215791,8.9979039,25.68107281,755,761190677,4575487030,22987804451,11608841251
601158,重庆水务,5.72,0.175131349,15.1764458,14.38175375,1.57987689,-1.733459953,3.50943127,9.60516126,公用事业,0.059683497,4800000000,1.66,17.34746998,46.86342209,-25.86806958,3.6205353,32.02151623,2396,286480786.6,1662163856,27456000000,27456000000
601162,天风证券,3.21,0.3125,-31.70647917,-18.43448791,1.17458122,-0.000206953,10.09642421,-3.19983687,证券,0.063160889,8665757464,2.34,42.67296913,73.96016565,749.2612168,2.7328889,0,1271,547336941.2,1399528101,27817081459,27817081459
601163,三角轮胎,14.54,-0.479123888,12.76967471,15.76917034,0.97482985,0.443211745,1.18371541,7.98033838,橡胶制品,0.289613588,800000000,1.96,9.42005527,33.00110583,296.5636823,14.9154235,17.90784567,1255,231690870.1,2457535291,11632000000,11632000000
601166,兴业银行,17.25,-0.346620451,4.03036696,3.92173138,0.52443218,0.379268932,1.64096715,0.75973594,银行,1.208947783,20774263656,3.73,45.74445046,92.02580963,-8.931031982,32.8927182,0,357,25115000000,55410000000,3.58356E+11,3.58356E+11
601168,西部矿业,13.03,-1.586102719,9.21261442,9.01060976,1.84390173,0.468546508,0.73055323,4.01486571,有色金属,0.285332159,2383000000,4.11,8.80723987,61.12514476,-10.00125439,5.6665371,15.91000228,1142,679946535,11573875801,31050490000,31050490000
601169,北京银行,4.79,0.209205021,4.06726485,4.0902623,0.42422358,0.337207013,1.55671019,1.13113336,银行,0.354396518,21142984272,3.19,45.94281534,90.92599916,1.903984768,11.2912159,0,338,7493000000,16403000000,1.01275E+11,1.01275E+11
601177,杭齿前进,11.17,2.759889604,19.81940231,21.34272817,2.04679962,0.373340778,2.06323908,42.48802307,通用设备,0.163952835,400060000,3.03,12.31266045,50.32294984,32.51181085,5.4573002,22.25689199,1703,65590971.11,544890501.6,4468670200,4468670200
601179,中国西电,5.66,-1.736111111,43.46004135,47.37587447,1.36218455,3.873468505,1.52227419,-14.12283149,电网设备,0.036235001,5125882352,0.88,4.440276871,41.84694533,42.26252794,4.1550904,15.33695169,3905,185736354.1,4733106156,29012494112,29012494112
601186,中国铁建,11.76,1.030927835,5.93025097,5.99410122,0.67789512,0.719970155,0.14447188,2.75254624,工程建设,0.435060565,13579541500,2.27,2.52158832,75.48839651,5.103155609,17.3478163,7.769112393,676,5907923000,2.73539E+11,1.59695E+11,1.35278E+11
601187,厦门银行,5.83,-0.681431005,5.91762967,6.13950746,0.68265713,0.372657474,2.57995033,-4.27847146,银行,0.273223213,2639127888,2.93,51.65505257,92.9905219,14.98372686,8.5401583,0,533,721071000,1435755000,15386115587,6944800211
601188,龙江交通,3.29,0.304878049,34.04635196,35.1067704,0.94733693,-1.610719619,9.06954037,-30.1894163,铁路公路,0.04771956,1315878571,1.37,50.84859158,9.137333469,6.515185862,3.4728932,52.99225925,1724,62793146.11,127002780.1,4329240499,4329240499
601198,东兴证券,8.69,0.695249131,39.759138,54.31183143,1.06132173,-1.140380227,7.68968965,7.48229391,证券,0.067885952,3232445520,0.84,23.58398665,73.12587182,628.2482628,8.1879036,0,3200,219437640.2,931479673.4,28089951569,28089951569
601199,江南水务,7.55,-1.692708333,23.80425677,25.17948056,1.98087597,15.49531286,5.46376615,14.78037334,公用事业,0.078670727,935210292,2.09,25.05341807,38.33679898,28.23704703,3.8114451,42.12275325,2399,73573673.95,293667210.4,7060837705,7060837705
601200,上海环境,10.07,1.614530777,22.2560145,21.7443326,1.08539123,-0.905026959,1.7605318,7.68523847,环保行业,0.122698847,1121858543,1.33,11.85516235,57.81099554,-7.984649456,9.2777606,27.7889699,2052,137650749.8,1367561270,11297115528,11297115528
601208,东材科技,13.19,5.9437751,31.48898889,29.12949512,2.96472691,1.442335186,3.36343566,-15.18208215,塑料制品,0.077096731,916515612,1.66,8.282410328,53.11901407,-30.55962632,4.4489764,21.58272239,4277,70660358.04,858320668.7,12088840922,11718267872
601211,国泰君安,15.33,0.065274151,11.35067823,11.86562243,0.94259226,-0.498643385,3.72959061,11.35383822,证券,0.34137519,8906686250,2.01,34.40187103,81.40257243,20.72849793,16.26366,0,1123,3040521708,9288045652,1.3654E+11,1.14247E+11
601212,白银有色,2.97,-0.668896321,-285.9267991,660.2443001,1.48997203,-31.42796334,0.24913423,8.41279056,有色金属,-0.009222105,7404774511,-0.45,0.244850687,64.99192345,-262.8339317,1.993326,5.429246289,-8051,-68287611.11,21007201944,21992180298,21992180298
601216,君正集团,4.4,0.227790433,9.03412916,8.93044643,1.40157317,-1.050665602,1.70659365,10.61734919,化学原料,0.098390209,8438017390,3.18,16.84888031,30.17352677,-5.434747152,3.1393295,24.42052397,1118,830218296.8,5096285120,37127276516,37127276516
601218,吉鑫科技,3.92,0.255754476,27.3340233,24.66491305,1.35955116,-1.184869027,2.30517799,8.57211624,风电设备,0.010458254,977360000,0.36,4.308382447,27.01255399,-59.74104088,2.8833045,22.33863191,9371,10221479.2,235724974.2,3831251200,3823219884
601222,林洋能源,7.88,0,18.57597856,18.96516584,1.08666336,-2.219774135,3.23080374,16.82208907,仪器仪表,0.095463329,2060169156,1.32,19.06625692,27.63290646,10.03381552,7.2515558,36.15300887,2064,196670606,1064878237,16234132949,16234132949
601225,陕西煤业,20.41,-0.146771037,5.52969806,5.63378029,1.78972853,0.083754998,1.15020308,3.35016242,煤炭行业,0.712861625,9695000000,6.48,25.03179236,32.93293496,10.57741246,11.4039642,39.38139927,716,6911193457,44809129102,1.97875E+11,1.97875E+11
601226,华电重工,6.84,-2.145922747,25.81965719,25.75592301,1.94939893,11.77515793,1.02587174,33.49839194,工程机械,-0.094101311,1166660000,-2.65,-12.34663805,59.05115043,-0.701521957,3.5087739,9.137941712,-1817,-109784235.5,900593681.2,7979954400,7900200000
601228,广州港,3.45,1.470588235,23.43787102,24.09736118,1.31562563,-5.415011861,2.01724783,10.37984322,航运港口,0.04510253,7544531351,1.74,13.19549283,52.70635616,9.80781107,2.6223265,26.69440318,1912,340277453.5,2974167885,26028633161,22532011541
601229,上海银行,6.4,0.313479624,4.0463533,4.08086956,0.44141444,3.799247492,1.74519933,-56.95819483,银行,0.425380223,14206664250,2.97,45.80924694,92.36031786,3.247038917,14.4988461,0,376,6043234000,13214928000,90922651200,88624726605
601231,环旭电子,13.43,0.977443609,10.22675305,9.68702872,1.90136671,0.150135242,0.43874706,6.91418179,消费电子,0.125708486,2207147357,1.75,2.134665672,56.60631934,-36.79059222,7.0633402,9.083835867,2671,277457152.8,12998168440,29641989005,29293615181
601233,桐昆股份,12.85,-1.077752117,-16.62926523,237.9465912,0.90608971,4.038969358,0.47730217,12.33000765,化纤行业,-0.203290775,2411119493,-1.42,-2.970288588,62.40738662,-132.6075461,14.1818187,4.787004181,-1580,-490158350.6,15913454483,30982885485,29394773825
601236,红塔证券,8.62,-0.346820809,41.39060638,1055.383314,1.75667127,-6.017699131,20.33117595,100.4256891,证券,0.047784289,4716787742,0.96,45.81911771,48.4058084,131.3734854,4.907008,0,4510,225388350.5,490156104.5,40658710336,40658710336
601238,广汽集团,10.74,-1.917808219,17.06523067,13.95435961,0.98025406,2.139748372,0.99374243,-39.0340749,汽车整车,0.14670218,10482910241,1.35,4.949138672,37.22058149,-48.88502277,10.9563433,4.007988255,1830,1537865790,26556723915,1.12586E+11,78701926153
601258,*ST庞大,0.62,-4.615384615,-4.30464372,-4.40016031,0.62331237,-0.001488126,0.25319783,-15.26886482,汽车服务,-0.012046442,10227225070,-1.2,-2.143098723,53.78174208,-35.05136985,0.9946859,7.053346728,-1287,-123201675,5556332974,6340879543,6226323512
601279,英利汽车,4.86,-1.219512195,123.3007049,124.4151174,1.96858228,-2.300504329,1.40555977,34.73487238,汽车零部件,0.005279911,1494253157,0.21,0.889823515,47.32210905,7.165949762,2.4687817,10.3101184,23012,7889524,1164541825,7262070343,949839299.1
601288,农业银行,3.59,-0.55401662,4.82553526,4.84849538,0.5494984,0.630214357,1.72369248,0.67529468,银行,0.204449911,3.49983E+11,3.15,38.08354457,92.57518028,1.753388035,6.533231,0,439,71554000000,1.8936E+11,1.25644E+12,1.07443E+12
601298,青岛港,7.29,-3.315649867,10.1938481,10.45708004,1.22353603,0.686873198,2.45634483,7.18778285,航运港口,0.193953011,6491100000,3.38,31.21762026,27.61517484,10.23117303,5.9581408,37.49012995,940,1258968390,4551596874,47320119000,39308226750
601311,骆驼股份,9.43,-0.211640212,22.40893193,23.53678432,1.21703085,-0.500879873,0.81300059,21.04206658,电池,0.13960812,1173146118,1.81,5.018727106,31.94766343,16.88239653,7.7483656,15.21593306,1689,163780724.6,3295036708,11062767893,11062767893
601318,中国平安,52.35,0.076467215,9.9303777,11.42324155,1.04663365,-0.65103697,0.81772443,2.10204024,保险,2.098002928,18280241410,4.3,18.19109615,89.0739265,48.89354764,50.0175014,0,624,38352000000,2.53778E+11,9.56971E+11,5.6709E+11
601319,中国人保,6.5,1.404056162,8.82443404,11.77808485,1.18184708,0.688466651,0.45553739,3.21783839,保险,0.26503714,44223990583,5,11.64993576,77.22333263,229.9831081,5.4998655,0,613,11721000000,1.37769E+11,2.87456E+11,2.30735E+11
601326,秦港股份,3.9,-8.018867925,15.67166109,16.65437891,1.22450891,0.545487228,3.1141598,8.54297206,航运港口,0.074790194,5587412000,2.38,25.17949272,33.76862894,24.4304858,3.1849503,38.28153279,1304,417883627.5,1726009525,21790906800,18554480100
601328,交通银行,5.91,-0.337268128,4.69594824,4.76285922,0.50382,0.890131001,1.58743599,1.09839334,银行,0.331700721,74262726645,2.87,37.19644002,92.25454186,5.630360206,11.73038,0,445,24633000000,67079000000,4.38893E+11,2.31973E+11
601330,绿色动力,8.14,-1.452784504,15.44336088,15.22982959,1.55613048,1.79815661,2.51912657,9.22703328,环保行业,0.122419887,1393449498,2.3,17.16530373,64.30853982,-5.692998063,5.2309238,36.32849952,1662,170585929.7,1040584664,11342678914,8051190207
601333,广深铁路,3.33,3.416149068,-19.80310989,-11.82563361,0.91694615,0.161890332,1.1184024,212.9533773,物流行业,0.057197272,7083537000,1.59,6.597350449,30.97235874,201.7039309,3.63162,10.00069195,1455,405158992,6146150946,23588178210,18821949210
601336,新华保险,40.58,1.500750375,9.36394711,12.88853604,1.04102894,-0.227526369,0.57903086,1.37294695,保险,2.2173094,3119546600,5.86,23.85106016,90.52341563,114.8136646,38.9806647,0,458,6917000000,29005000000,1.26591E+11,84627128417
601339,百隆东方,6.08,2.013422819,7.00311583,5.8359886,0.90939708,0.517650852,1.40316336,-40.40834807,纺织服装,0.056080897,1500000000,0.84,5.662049949,36.98713941,-75.58594302,6.6857483,13.30745529,2710,84121345.79,1485704763,9120000000,9120000000
601360,三六零,14.71,-5.035506779,-40.24624186,-47.6995919,3.32550302,0.109612913,11.72968683,120.3270125,软件开发,-0.026071733,7145363197,-0.59,-9.630042248,18.80668697,-183.9943911,4.423391,60.6516547,-14105,-186292000,1965765000,1.05108E+11,1.05108E+11
601366,利群股份,5.68,1.067615658,-37.613795,-27.926077,1.20508703,0.005509045,0.60927351,4.70016122,商业百货,0.022489246,849733508,0.45,0.810461228,74.49703189,175.2237944,4.7133525,30.46247934,6314,19109865.91,2273897212,4826486325,4781636466
601368,绿城水务,5.43,0.92936803,41.55851116,29.26376543,1.02381693,-1.934578354,2.13127415,8.50893697,公用事业,0.034705435,882973077,0.66,6.073218508,76.17676896,-61.26624683,5.3036826,35.29926753,3911,30643965.14,504575376.3,4794543808,4794543808
601369,陕鼓动力,9.38,0.428265525,17.01950134,16.73427123,1.91724912,1.257122529,1.54010743,21.40974648,通用设备,0.151860462,1727594779,3.16,10.58482428,66.31178749,-5.825499702,4.8924263,24.9282224,1544,262353341.3,2663049044,16204839027,15602495761
601375,中原证券,3.99,0,116.772747,173.8174145,1.34112946,-1.642425376,9.4705284,15.60967309,证券,0.01518395,4642884700,0.51,14.280569,73.50319231,282.4536881,2.9751043,0,6569,70497329.89,463516307.4,18525109953,13755603603
601377,兴业证券,6.66,0.909090909,17.38058245,21.81039907,1.08303735,-0.445374637,4.376793,2.97775238,证券,0.095922769,8635987294,1.57,25.3082602,76.17971397,430.0931324,6.1493724,0,1736,828387818,4169261459,57515675378,57515675378
601388,怡球资源,3.06,-0.649350649,22.01106018,17.6620003,1.5811835,-0.511281256,0.90440917,8.57561043,有色金属,0.033607796,2201441946,1.74,4.222785064,26.74317639,-50.46027021,1.9352592,10.94945272,2276,73985610.78,1752227342,6736412355,6183632168
601390,中国中铁,8.38,-0.356718193,6.57085647,6.63207089,0.78929076,0.475632425,0.1788309,3.77636196,工程建设,0.318296405,24752195983,2.92,3.260042963,73.71160244,3.840260292,10.6171267,8.91009668,658,7878535000,2.72625E+11,2.07423E+11,1.70646E+11
601398,工商银行,5,-0.596421471,4.94319389,4.94345444,0.55221648,1.425086649,1.94655616,1.36758263,银行,0.252980968,3.56406E+11,2.81,39.88207174,91.43174336,0.021077153,9.0544202,0,494,90164000000,2.27596E+11,1.78203E+12,1.34806E+12
601399,国机重装,3.33,-0.597014925,59.11128024,59.58514757,1.78414812,27.56367764,2.36760434,10.33502308,专用设备,0.011277458,7213555890,0.6,3.258128316,50.94632855,4.137009398,1.866437,10.40942629,7382,81350570.58,2573163251,24021141114,10485430390
601456,国联证券,10.4,-0.573613767,37.47952075,38.38268359,1.7044424,-3.130751168,11.04953246,5.28859136,证券,0.073221373,2831773168,1.22,30.5651604,78.9010535,9.790303396,6.1017022,0,3551,207346319.5,678374714.4,29450440947,10285332866
601500,通用股份,3.97,2.583979328,303.3456998,370.0649605,1.18152914,1.05712127,1.55582656,45.03373597,橡胶制品,0.007051075,1581123135,0.22,1.068111062,47.648476,50.29331551,3.3600525,10.4959615,14076,11148617.5,1049134555,6277058846,5098798040
601512,中新集团,10.04,1.516683519,10.53510502,9.360143,1.09432688,1.673079017,3.59897744,14.72985421,房地产开发,0.27815599,1498890000,3.08,49.91660147,43.54006403,-30.07377056,9.1745896,67.02453483,902,416925231.7,930396100.6,15048855600,15048855600
601515,东风股份,4.4,-0.22675737,20.63952514,28.03411191,1.41266661,-0.544836411,2.24427797,16.08873401,包装材料,0.122011456,1842960614,3.96,25.10125279,22.98483113,85.48439804,3.1146769,27.83689979,902,224862307.8,916139419.9,8109026702,8109026702
601518,吉林高速,3.65,0.828729282,11.45752552,12.52151566,1.07323178,0.459188836,3.2513216,6.24866531,铁路公路,0.089939996,1350395121,2.68,45.50781295,19.41319676,43.05632112,3.4009429,63.43640753,1015,121454532,281828452.5,4928942192,4928942192
601519,大智慧,8.01,0.628140704,61.88657148,-184.7326228,8.52479256,-0.083966637,20.53220691,-1142.985767,软件开发,0.149732826,2035870200,17.28,180.61316,21.65705721,749.3894004,0.9396123,54.89076476,1337,304836597.8,168169175.2,16307320302,16050963456
601528,瑞丰银行,5.82,0.866551127,7.24557933,7.47434282,0.74644442,0.3428623,3.17789703,0.7772405,银行,0.176717879,1962161395,2.3,38.33988162,91.42584196,16.15992764,7.681579,0,823,346749000,914489000,11419779319,4591611082
